1,1,0.58848,2.1945e+05
1,2,0.74535,5.3074e+05
1,3,0.83568,1.3085e+06
1,4,0.93572,5.3105e+06
2,1,0.5752,1.8291e+05
2,2,0.75151,4.7334e+05
2,3,0.84972,1.1656e+06
2,4,0.94054,4.754e+06
3,1,0.58211,1.9446e+05
3,2,0.75635,4.9626e+05
3,3,0.85104,1.205e+06
3,4,0.93971,4.833e+06
4,1,0.58521,1.7156e+05
4,2,0.75306,4.3154e+05
4,3,0.84721,1.162e+06
4,4,0.93781,4.9727e+06
5,1,0.58184,1.6356e+05
5,2,0.75016,4.1122e+05
5,3,0.8472,1.091e+06
5,4,0.9367,4.6186e+06
6,1,0.60204,1.7817e+05
6,2,0.76103,4.3546e+05
6,3,0.84848,1.1163e+06
6,4,0.93484,4.6036e+06
7,1,0.56884,1.7857e+05
7,2,0.74692,4.528e+05
7,3,0.84772,1.1002e+06
7,4,0.9393,4.6348e+06
8,1,0.60539,1.6529e+05
8,2,0.77068,4.0226e+05
8,3,0.86024,1.0014e+06
8,4,0.94048,4.0516e+06
9,1,0.60646,1.6122e+05
9,2,0.76918,3.9468e+05
9,3,0.8593,9.9086e+05
9,4,0.94058,4.054e+06
10,1,0.59855,1.9462e+05
10,2,0.76617,4.8154e+05
10,3,0.85865,1.156e+06
10,4,0.94103,4.4414e+06
11,1,0.58895,1.9266e+05
11,2,0.76149,4.931e+05
11,3,0.85406,1.2548e+06
11,4,0.94116,5.1757e+06
12,1,0.60322,1.7406e+05
12,2,0.76848,4.4081e+05
12,3,0.85843,1.1609e+06
12,4,0.94131,4.841e+06
13,1,0.5877,1.9246e+05
13,2,0.75898,4.8602e+05
13,3,0.85529,1.1684e+06
13,4,0.94159,4.5644e+06
14,1,0.59127,1.9149e+05
14,2,0.76208,4.7896e+05
14,3,0.85462,1.1839e+06
14,4,0.94024,4.8336e+06
15,1,0.60284,1.873e+05
15,2,0.76508,4.6611e+05
15,3,0.85434,1.2028e+06
15,4,0.93992,4.8105e+06
16,1,0.57817,1.9468e+05
16,2,0.75118,4.9057e+05
16,3,0.85001,1.2026e+06
16,4,0.9407,4.8901e+06
17,1,0.57119,1.9355e+05
17,2,0.74939,4.9038e+05
17,3,0.85095,1.2314e+06
17,4,0.94225,4.8799e+06
18,1,0.57626,1.8699e+05
18,2,0.74889,4.5453e+05
18,3,0.84876,1.209e+06
18,4,0.94072,4.9494e+06
19,1,0.58768,1.9571e+05
19,2,0.74951,4.796e+05
19,3,0.84372,1.2699e+06
19,4,0.93792,5.4401e+06
20,1,0.59176,1.863e+05
20,2,0.76684,4.5898e+05
20,3,0.86146,1.1334e+06
20,4,0.94379,4.5597e+06
21,1,0.57309,2.0074e+05
21,2,0.755,4.9723e+05
21,3,0.85467,1.1735e+06
21,4,0.94322,4.6654e+06
22,1,0.56541,1.9892e+05
22,2,0.75828,4.9111e+05
22,3,0.85998,1.1609e+06
22,4,0.94519,5.2113e+06
23,1,0.5819,1.8873e+05
23,2,0.77849,4.4094e+05
23,3,0.87391,1.0051e+06
23,4,0.94793,5.1429e+06
24,1,0.59716,1.8779e+05
24,2,0.80308,4.0572e+05
24,3,0.89631,7.5971e+05
24,4,0.95615,2.963e+06
25,1,0.61045,1.7992e+05
25,2,0.8261,4.0405e+05
25,3,0.91613,6.4764e+05
25,4,0.96267,2.0559e+06
26,1,0.60664,1.8049e+05
26,2,0.82294,4.0263e+05
26,3,0.91413,6.2295e+05
26,4,0.96245,1.7904e+06
27,1,0.6151,1.7956e+05
27,2,0.83018,4.0166e+05
27,3,0.92069,6.1309e+05
27,4,0.96511,1.5643e+06
28,1,0.61013,1.7881e+05
28,2,0.82831,4.0099e+05
28,3,0.91989,5.971e+05
28,4,0.96596,1.4348e+06
29,1,0.60994,1.7863e+05
29,2,0.82879,4.0098e+05
29,3,0.92141,5.9494e+05
29,4,0.96708,1.2652e+06
30,1,0.61176,1.7879e+05
30,2,0.82897,4.0069e+05
30,3,0.92011,5.9337e+05
30,4,0.96574,1.3842e+06
31,1,0.71644,8968
31,2,0.86591,22304
31,3,0.92923,78936
31,4,0.9649,4.3914e+05
32,1,0.96673,7464
32,2,0.96759,16336
32,3,0.96686,38872
32,4,0.96857,75384
33,1,0.7154,1.7999e+05
33,2,0.86451,4.0378e+05
33,3,0.92729,5.9457e+05
33,4,0.96274,1.2774e+06
34,1,0.61109,1.7784e+05
34,2,0.82991,4.0278e+05
34,3,0.921,5.9296e+05
34,4,0.96627,1.3213e+06
35,1,0.61024,1.7865e+05
35,2,0.82937,4.025e+05
35,3,0.92116,5.9377e+05
35,4,0.967,1.2865e+06
36,1,0.61049,1.7928e+05
36,2,0.82859,4.0163e+05
36,3,0.91968,5.9538e+05
36,4,0.96548,1.4032e+06
37,1,0.61462,1.7967e+05
37,2,0.83023,4.0258e+05
37,3,0.92037,6.105e+05
37,4,0.96492,1.5587e+06
38,1,0.60592,1.7953e+05
38,2,0.82327,4.0356e+05
38,3,0.91403,6.1877e+05
38,4,0.96219,1.7135e+06
39,1,0.60693,1.8075e+05
39,2,0.82253,4.0305e+05
39,3,0.91354,6.4544e+05
39,4,0.96197,2.0783e+06
40,1,0.601,1.8215e+05
40,2,0.807,4.079e+05
40,3,0.90017,7.645e+05
40,4,0.95674,2.8745e+06
41,1,0.58372,1.9321e+05
41,2,0.78054,4.4253e+05
41,3,0.87532,9.9948e+05
41,4,0.94866,4.8462e+06
42,1,0.56284,1.9366e+05
42,2,0.75529,4.8198e+05
42,3,0.85805,1.1885e+06
42,4,0.94459,5.2258e+06
43,1,0.571,1.8049e+05
43,2,0.75174,4.4345e+05
43,3,0.85117,1.1314e+06
43,4,0.9413,5.087e+06
44,1,0.5923,1.9453e+05
44,2,0.76634,4.7032e+05
44,3,0.86071,1.1292e+06
44,4,0.94383,4.4716e+06
45,1,0.5946,1.9013e+05
45,2,0.75819,4.735e+05
45,3,0.84979,1.2871e+06
45,4,0.94052,5.2396e+06
46,1,0.57377,1.914e+05
46,2,0.74685,4.7224e+05
46,3,0.84688,1.2393e+06
46,4,0.94054,5.0714e+06
47,1,0.56834,1.9673e+05
47,2,0.74744,4.9138e+05
47,3,0.8493,1.2238e+06
47,4,0.94072,4.9612e+06
48,1,0.57682,1.8756e+05
48,2,0.74908,4.7069e+05
48,3,0.84783,1.2097e+06
48,4,0.93986,4.9742e+06
49,1,0.59836,1.896e+05
49,2,0.75793,4.6565e+05
49,3,0.84765,1.1932e+06
49,4,0.9378,5.0196e+06
50,1,0.58726,1.9222e+05
50,2,0.75587,4.8276e+05
50,3,0.84892,1.2265e+06
50,4,0.93852,5.1263e+06
51,1,0.58667,1.7247e+05
51,2,0.75754,4.3015e+05
51,3,0.85393,1.1114e+06
51,4,0.94113,4.5337e+06
52,1,0.59434,1.8605e+05
52,2,0.75617,4.5633e+05
52,3,0.84895,1.2031e+06
52,4,0.93868,5.0898e+06
53,1,0.58193,1.9493e+05
53,2,0.75458,4.9298e+05
53,3,0.84989,1.2317e+06
53,4,0.93998,5.1324e+06
54,1,0.59657,1.644e+05
54,2,0.76605,4.0458e+05
54,3,0.85935,1.0364e+06
54,4,0.94155,4.237e+06
55,1,0.60366,1.6315e+05
55,2,0.76744,3.9833e+05
55,3,0.86059,1.004e+06
55,4,0.94132,3.946e+06
56,1,0.60223,1.8134e+05
56,2,0.76773,4.4373e+05
56,3,0.85803,1.0524e+06
56,4,0.94033,4.2094e+06
57,1,0.56968,1.7495e+05
57,2,0.7458,4.4625e+05
57,3,0.84662,1.1394e+06
57,4,0.93842,4.6949e+06
58,1,0.6062,1.6298e+05
58,2,0.7663,3.9749e+05
58,3,0.85495,1.0366e+06
58,4,0.93632,4.2344e+06
59,1,0.58122,1.7351e+05
59,2,0.74524,4.261e+05
59,3,0.84069,1.1589e+06
59,4,0.93519,4.8922e+06
60,1,0.58621,1.955e+05
60,2,0.75393,4.8746e+05
60,3,0.84785,1.2609e+06
60,4,0.93791,5.105e+06
61,1,0.58341,1.8778e+05
61,2,0.75536,4.7724e+05
61,3,0.84889,1.1956e+06
61,4,0.93895,5.0343e+06
62,1,0.57716,1.817e+05
62,2,0.75257,4.6458e+05
62,3,0.84858,1.145e+06
62,4,0.94046,4.7667e+06
63,1,0.59759,57168
63,2,0.75831,1.9267e+05
63,3,0.85105,7.8986e+05
63,4,0.94244,3.9246e+06
64,1,0.7242,84656
64,2,0.81113,1.6423e+05
64,3,0.86397,4.3692e+05
64,4,0.92023,1.8115e+06
65,1,0.69929,85792
65,2,0.80611,1.6199e+05
65,3,0.86602,4.217e+05
65,4,0.92103,1.6968e+06
66,1,0.70127,86336
66,2,0.81055,1.643e+05
66,3,0.87056,4.1404e+05
66,4,0.9229,1.6484e+06
67,1,0.70226,87096
67,2,0.81111,1.6425e+05
67,3,0.87231,4.216e+05
67,4,0.92473,1.6397e+06
68,1,0.70487,88128
68,2,0.81442,1.6578e+05
68,3,0.87542,4.1362e+05
68,4,0.92543,1.5883e+06
69,1,0.70753,90448
69,2,0.81629,1.6826e+05
69,3,0.87646,4.2018e+05
69,4,0.9257,1.6241e+06
70,1,0.70686,90320
70,2,0.81589,1.6748e+05
70,3,0.87641,4.2114e+05
70,4,0.92588,1.6582e+06
71,1,0.70769,90272
71,2,0.81945,1.7088e+05
71,3,0.8797,4.1386e+05
71,4,0.92743,1.5263e+06
72,1,0.70408,87160
72,2,0.81799,1.7113e+05
72,3,0.88017,4.0638e+05
72,4,0.92795,1.5221e+06
73,1,0.69909,89344
73,2,0.81361,1.723e+05
73,3,0.87535,4.1736e+05
73,4,0.92597,1.6278e+06
74,1,0.6982,89624
74,2,0.81284,1.7446e+05
74,3,0.87563,4.2329e+05
74,4,0.92643,1.6141e+06
75,1,0.69928,89240
75,2,0.81328,1.7274e+05
75,3,0.87531,4.2043e+05
75,4,0.9263,1.6668e+06
76,1,0.6964,89896
76,2,0.81424,1.7611e+05
76,3,0.87735,4.2162e+05
76,4,0.92793,1.5914e+06
77,1,0.69418,89024
77,2,0.81377,1.7841e+05
77,3,0.87777,4.1719e+05
77,4,0.92833,1.6207e+06
78,1,0.69605,88624
78,2,0.81537,1.7547e+05
78,3,0.87856,4.1401e+05
78,4,0.92897,1.5793e+06
79,1,0.69478,89272
79,2,0.81412,1.7757e+05
79,3,0.87775,4.125e+05
79,4,0.92878,1.5966e+06
80,1,0.69525,86376
80,2,0.81787,1.7681e+05
80,3,0.88125,3.9567e+05
80,4,0.93006,1.4825e+06
81,1,0.69409,88624
81,2,0.81784,1.8194e+05
81,3,0.87953,4.0767e+05
81,4,0.92897,1.6022e+06
82,1,0.69537,87600
82,2,0.81991,1.7913e+05
82,3,0.8818,3.9432e+05
82,4,0.9302,1.5508e+06
83,1,0.6948,88664
83,2,0.81842,1.8078e+05
83,3,0.88042,4.0166e+05
83,4,0.93008,1.618e+06
84,1,0.69402,87368
84,2,0.81953,1.8266e+05
84,3,0.8825,3.9675e+05
84,4,0.93114,1.5951e+06
85,1,0.69584,85984
85,2,0.82664,1.8564e+05
85,3,0.88977,3.7448e+05
85,4,0.93423,1.3623e+06
86,1,0.69426,85928
86,2,0.82642,1.8454e+05
86,3,0.88954,3.8163e+05
86,4,0.93389,1.4268e+06
87,1,0.69062,87328
87,2,0.81914,1.8558e+05
87,3,0.88155,4.0728e+05
87,4,0.93091,1.7234e+06
88,1,0.68995,86624
88,2,0.82188,1.8602e+05
88,3,0.88508,3.9398e+05
88,4,0.93209,1.6437e+06
89,1,0.68612,83936
89,2,0.81683,1.8695e+05
89,3,0.88082,4.2634e+05
89,4,0.93075,1.8263e+06
90,1,0.6873,85024
90,2,0.81901,1.8505e+05
90,3,0.88236,4.1966e+05
90,4,0.93107,1.8796e+06
91,1,0.68603,84456
91,2,0.81677,1.8775e+05
91,3,0.88027,4.1257e+05
91,4,0.9305,1.8368e+06
92,1,0.68773,82968
92,2,0.81926,1.8863e+05
92,3,0.88297,4.0769e+05
92,4,0.93152,1.7521e+06
93,1,0.68714,85112
93,2,0.81976,1.8957e+05
93,3,0.88286,4.1686e+05
93,4,0.93135,1.8786e+06
94,1,0.68832,84520
94,2,0.82042,1.9053e+05
94,3,0.88286,3.9867e+05
94,4,0.93182,1.799e+06
95,1,0.68654,85072
95,2,0.81737,1.8942e+05
95,3,0.88003,4.1188e+05
95,4,0.93058,1.9299e+06
96,1,0.68933,86288
96,2,0.82278,1.9184e+05
96,3,0.88517,4.0907e+05
96,4,0.9324,1.8231e+06
97,1,0.69056,83624
97,2,0.8263,1.9283e+05
97,3,0.89005,3.8151e+05
97,4,0.93436,1.6579e+06
98,1,0.69522,81144
98,2,0.83746,1.9367e+05
98,3,0.9021,3.4514e+05
98,4,0.94032,1.2376e+06
99,1,0.70022,78552
99,2,0.84934,1.9282e+05
99,3,0.91449,3.099e+05
99,4,0.94479,7.8357e+05
100,1,0.70171,78752
100,2,0.85316,1.9237e+05
100,3,0.91894,3.079e+05
100,4,0.94785,6.9912e+05
101,1,0.76457,88432
101,2,0.87759,1.9447e+05
101,3,0.92841,3.1656e+05
101,4,0.95202,7.474e+05
102,1,0.70067,78552
102,2,0.85304,1.9238e+05
102,3,0.91967,3.0798e+05
102,4,0.9483,6.9322e+05
103,1,0.70113,78864
103,2,0.85287,1.9234e+05
103,3,0.9184,3.0865e+05
103,4,0.94709,7.4685e+05
104,1,0.70094,79344
104,2,0.84877,1.9308e+05
104,3,0.91416,3.1845e+05
104,4,0.94479,8.4978e+05
105,1,0.69169,83320
105,2,0.82975,1.9226e+05
105,3,0.89331,3.5719e+05
105,4,0.93578,1.5409e+06
106,1,0.69091,85168
106,2,0.82306,1.9022e+05
106,3,0.88475,4.0688e+05
106,4,0.93212,1.8708e+06
107,1,0.68727,86704
107,2,0.81628,1.895e+05
107,3,0.87937,4.286e+05
107,4,0.93075,1.9352e+06
108,1,0.68718,84928
108,2,0.8198,1.9079e+05
108,3,0.88312,4.0154e+05
108,4,0.93143,1.7784e+06
109,1,0.68825,84216
109,2,0.81941,1.8729e+05
109,3,0.88234,4.0061e+05
109,4,0.93149,1.8457e+06
110,1,0.68942,83832
110,2,0.82026,1.8686e+05
110,3,0.88371,3.9549e+05
110,4,0.9319,1.773e+06
111,1,0.68656,83536
111,2,0.81463,1.8557e+05
111,3,0.87848,4.1968e+05
111,4,0.93029,1.8934e+06
112,1,0.69025,84688
112,2,0.82023,1.8776e+05
112,3,0.88269,4.0988e+05
112,4,0.93123,1.745e+06
113,1,0.6885,83632
113,2,0.81909,1.8607e+05
113,3,0.88382,4.1566e+05
113,4,0.93162,1.7716e+06
114,1,0.68758,84848
114,2,0.81934,1.8536e+05
114,3,0.88237,4.0133e+05
114,4,0.93075,1.7416e+06
115,1,0.69361,84008
115,2,0.82806,1.8445e+05
